Entry_DealID,Entry_Company,Entry_DealDate,Entry_DealSize,Entry_DealType,Entry_DealType2,Entry_DealType3,Exit_DealID,Exit_Company,Exit_DealDate,Exit_DealSize,Exit_DealType,Exit_DealType2,Exit_DealType3,HoldingYears,AbsDaysAfter
11315-62T,Piedmont Aviation Component Services,1992-07-01,,Buyout/LBO,Public to Private,Management Buyout,67961-80T,Piedmont Aviation Component Services,2005-05-25,5.5,Merger/Acquisition,Corporate Divestiture,,12.898015058179329,4711
15780-25T,QPC Lasers,2009-06-01,,Buyout/LBO,Public to Private,,177540-13T,QPC Lasers,2021-06-01,,Merger/Acquisition,,,12.0,4383
76544-11T,Retail Pro,2009-06-25,,Buyout/LBO,Public to Private,Management Buyout,244317-43T,Retail Pro,2023-11-30,30.9,Merger/Acquisition,,,14.431211498973306,5271
15749-02T,Scan-Optics,2005-08-15,,Buyout/LBO,Public to Private,,252580-42T,Scan-Optics,2023-07-01,,Merger/Acquisition,,,17.87542778918549,6529
97715-80T,Seaman's Furniture,1988-01-01,,Buyout/LBO,Public to Private,,97715-53T,Seaman's Furniture,2000-11-20,,Merger/Acquisition,,,12.8870636550308,4707
97717-06T,Seaman's Furniture,1997-01-01,,Buyout/LBO,Public to Private,,97715-53T,Seaman's Furniture,2000-11-20,,Merger/Acquisition,,,3.885010266940452,1419
86679-64T,Small World Toys,2009-07-21,,Buyout/LBO,Secondary Buyout,Public to Private,86681-44T,Small World Toys,2013-06-28,,Merger/Acquisition,,,3.9370294318959616,1438
10832-68T,Suntron,2007-12-13,,Buyout/LBO,Public to Private,,26363-08T,Suntron,2013-06-03,19.33,Merger/Acquisition,,,5.47296372347707,1999
19061-56T,SymphonyAI Retail CPG,2012-08-07,,Buyout/LBO,Secondary Buyout,Public to Private,133153-57T,SymphonyAI Retail CPG,2018-11-01,,Merger/Acquisition,,,6.234086242299795,2277
36682-21T,Syratech,1997-01-16,,Buyout/LBO,Public to Private,,83064-07T,Syratech,2006-04-28,52.1,Merger/Acquisition,,,9.27857631759069,3389
81975-97T,The GNI Group,1998-02-13,,Buyout/LBO,Public to Private,Management Buyout,81972-64T,The GNI Group,2001-01-01,,Merger/Acquisition,Distressed Acquisition,,2.8829568788501025,1053
67846-96T,Trimax Building Products,2006-04-11,,Buyout/LBO,Public to Private,,67847-50T,Trimax Building Products,2009-04-20,,Merger/Acquisition,,,3.025325119780972,1105
16256-44T,U.S. Cast Products,2001-01-01,,Buyout/LBO,Public to Private,,301458-61T,U.S. Cast Products,2023-05-01,,Merger/Acquisition,,,22.327173169062284,8155
15995-44T,Velocity Express,2009-09-29,,Buyout/LBO,Public to Private,,23987-08T,Velocity Express,2013-02-01,22.97,Merger/Acquisition,,,3.3429158110882957,1221
29585-71T,Warrior Met Coal (NYS: HCC),1987-01-01,,Buyout/LBO,Public to Private,,84812-95T,Warrior Met Coal (NYS: HCC),2017-04-14,316.67,IPO,,,30.28336755646817,11061
60421-69T,Wundies Industries,1999-06-30,,Buyout/LBO,Public to Private,,60422-59T,Wundies Industries,2000-09-18,30.0,Merger/Acquisition,,,1.2210814510609171,446
