Entry_DealID,Entry_Company,Entry_DealDate,Entry_DealSize,Entry_DealType,Entry_DealType2,Entry_DealType3,Exit_DealID,Exit_Company,Exit_DealDate,Exit_DealSize,Exit_DealType,Exit_DealType2,Exit_DealType3,HoldingYears,AbsDaysAfter
10523-98T,DJO Global,2006-11-03,875.0,Buyout/LBO,Public to Private,,110802-61T,DJO Global,2019-02-25,3150.0,Merger/Acquisition,,,12.31211498973306,4497
10035-73T,Ameripath,2003-03-27,839.4,Buyout/LBO,Public to Private,,10043-56T,Ameripath,2007-05-31,1215.03,Merger/Acquisition,,,4.177960301163586,1526
10217-53T,Vertrue,2007-08-16,800.0,Buyout/LBO,Public to Private,,46403-83T,Vertrue,2012-05-23,300.0,Merger/Acquisition,,,4.769336071184121,1742
155362-69T,Rosetta Stone,2020-10-15,792.0,Buyout/LBO,Add-on,Public to Private,168863-59T,Rosetta Stone,2021-03-17,,Merger/Acquisition,Corporate Divestiture,,0.4188911704312115,153
234588-16T,Victor Technologies,1998-06-22,790.0,Buyout/LBO,Public to Private,,31568-14T,Victor Technologies,2014-04-14,948.8,Merger/Acquisition,,,15.811088295687885,5775
19569-07T,Titan Private Holdings I,2012-01-25,780.0,Buyout/LBO,Public to Private,,25144-66T,Titan Private Holdings I,2013-06-10,,Merger/Acquisition,,,1.374401095140315,502
46824-94T,Integrated Silicon Solution,2015-12-07,765.0,Buyout/LBO,Public to Private,,197149-15T,Integrated Silicon Solution,2019-11-01,,Merger/Acquisition,,,3.9014373716632442,1425
10214-83T,PRA Health Sciences,2007-12-13,758.77,Buyout/LBO,Public to Private,,37380-07T,PRA Health Sciences,2014-11-13,305.58,IPO,,,6.91854893908282,2527
18260-83T,Rural Metro Fire,2011-06-30,738.0,Buyout/LBO,Public to Private,,54599-23T,Rural Metro Fire,2015-10-28,620.0,Merger/Acquisition,,,4.328542094455853,1581
29284-30T,Central Parking System,2007-05-22,728.77,Buyout/LBO,Public to Private,,20737-90T,Central Parking System,2012-10-02,149.67,Merger/Acquisition,,,5.366187542778919,1960
16529-86T,Avintiv,2011-01-11,724.0,Buyout/LBO,Secondary Buyout,Public to Private,54607-78T,Avintiv,2015-10-01,2260.0,Merger/Acquisition,,,4.720054757015743,1724
35263-63T,CommNet Cellular,1997-05-29,718.0,Buyout/LBO,Public to Private,,35263-99T,CommNet Cellular,2000-01-06,764.0,Merger/Acquisition,,,2.6064339493497606,952
16685-74T,SonicWall,2010-07-23,717.0,Buyout/LBO,Public to Private,,20860-03T,SonicWall,2012-05-09,1250.0,Merger/Acquisition,,,1.7960301163586585,656
49301-83T,Graftech International (NYS: EAF),2015-08-17,695.3,Buyout/LBO,Secondary Buyout,Public to Private,103100-59T,Graftech International (NYS: EAF),2018-04-19,525.0,IPO,,,2.6721423682409307,976
10814-68T,Herbalife Nutrition (NYS: HLF),2002-08-31,685.0,Buyout/LBO,Public to Private,,10814-77T,Herbalife Nutrition (NYS: HLF),2004-12-16,203.0,IPO,,,2.294318959616701,838
15995-71T,General Chemical,2009-10-29,673.0,Buyout/LBO,Secondary Buyout,Public to Private,44610-49T,General Chemical,2014-01-23,900.0,Merger/Acquisition,,,4.2354551676933605,1547
10028-98T,CCC Intelligent Solutions (NAS: CCCS),2006-02-10,663.0,Buyout/LBO,Public to Private,,166222-36T,CCC Intelligent Solutions (NAS: CCCS),2021-08-02,605.0,Reverse Merger,,,15.474332648870636,5652
10235-53T,Seminis Vegetable Seeds,2003-09-29,650.0,Buyout/LBO,Public to Private,,10235-62T,Seminis Vegetable Seeds,2005-03-23,1125.0,Merger/Acquisition,,,1.4811772758384667,541
11204-92T,Chase Student Loans,2006-03-01,647.16,Buyout/LBO,Secondary Buyout,Public to Private,106937-47T,Chase Student Loans,2017-04-18,6900.0,Merger/Acquisition,,,11.132101300479125,4066
18380-80T,Penguin Solutions (NAS: PENG),2011-08-26,645.0,Buyout/LBO,Secondary Buyout,Public to Private,87478-39T,Penguin Solutions (NAS: PENG),2017-05-24,58.3,IPO,,,5.7440109514031485,2098
10217-89T,SafeNet,2007-04-12,634.0,Buyout/LBO,Public to Private,,36429-85T,SafeNet,2015-01-08,890.0,Merger/Acquisition,,,7.742642026009582,2828
10165-60T,Express,2007-07-09,602.0,Buyout/LBO,Public to Private,,16363-00T,Express,2010-05-13,272.0,IPO,,,2.844626967830253,1039
10279-63T,Center Cut Hospitality,2006-12-14,600.0,Buyout/LBO,Public to Private,,61614-73T,Center Cut Hospitality,2014-01-06,,Merger/Acquisition,Corporate Divestiture,,7.063655030800821,2580
10762-30T,Petco Health & Wellness Company (NAS: WOOF),2000-10-02,600.0,Buyout/LBO,Public to Private,,160510-15T,Petco Health & Wellness Company (NAS: WOOF),2021-01-14,864.0,IPO,,,20.28473648186174,7409
11470-15T,Texas-New Mexico Power,2000-04-01,589.53,Buyout/LBO,Public to Private,,11470-24T,Texas-New Mexico Power,2005-06-01,1024.0,Merger/Acquisition,,,5.166324435318275,1887
31898-62T,Bankrate,2009-09-25,571.0,Buyout/LBO,Secondary Buyout,Public to Private,31899-97T,Bankrate,2011-06-17,300.0,IPO,,,1.7248459958932238,630
19996-30T,Winn-Dixie Stores,2012-03-12,560.0,Buyout/LBO,Add-on,Public to Private,233878-06T,Winn-Dixie Stores,2024-03-07,,Merger/Acquisition,Corporate Divestiture,,11.986310746064339,4378
10273-33T,Valley National Gases,2007-02-28,546.0,Buyout/LBO,Public to Private,,15630-40T,Valley National Gases,2009-03-30,,Merger/Acquisition,,,2.083504449007529,761
17640-82T,Knoll,1999-01-01,538.3,Buyout/LBO,Public to Private,,17640-91T,Knoll,2004-12-14,165.68,IPO,,,5.952087611225188,2174
10247-50T,Connections Education,2007-06-14,535.0,Buyout/LBO,Public to Private,Management Buyout,49123-45T,Connections Education,2011-09-15,400.0,Merger/Acquisition,,,4.254620123203286,1554
15980-14T,Parallel Petroleum,2009-11-26,532.9,Buyout/LBO,Public to Private,,19013-95T,Parallel Petroleum,2011-11-30,772.0,Merger/Acquisition,,,2.0095824777549622,734
16175-26T,Airvana,2010-04-12,530.0,Buyout/LBO,Public to Private,,57004-93T,Airvana,2015-10-01,45.1,Merger/Acquisition,,,5.470225872689938,1998
45775-00T,WCA Waste Corporation,2012-03-31,526.0,Buyout/LBO,Public to Private,,146243-89T,WCA Waste Corporation,2020-10-01,1210.0,Merger/Acquisition,,,8.503764544832306,3106
18459-10T,RentPath,2011-07-13,525.0,Buyout/LBO,Public to Private,,167172-85T,RentPath,2021-04-02,608.0,Merger/Acquisition,,,9.722108145106091,3551
11033-47T,VCA County Veterinary Hospital,2000-09-20,525.0,Buyout/LBO,Public to Private,Recapitalization,11033-56T,VCA County Veterinary Hospital,2001-11-20,160.0,IPO,PIPE,,1.1663244353182751,426
27909-46T,Steinway & Sons,2013-09-19,512.0,Buyout/LBO,Secondary Buyout,Public to Private,298987-75T,Steinway & Sons,2024-09-01,,Merger/Acquisition,,,10.951403148528405,4000
78127-75T,Blue Nile,2017-02-17,500.0,Buyout/LBO,Secondary Buyout,Public to Private,201373-03T,Blue Nile,2022-08-19,389.9,Merger/Acquisition,,,5.500342231348392,2009
10848-16T,NuCO2,2008-05-29,486.32,Buyout/LBO,Public to Private,,23986-00T,NuCO2,2013-03-01,1095.0,Merger/Acquisition,,,4.75564681724846,1737
10099-45T,Nortek,2003-01-09,482.79,Buyout/LBO,Public to Private,,72512-20T,Nortek,2016-08-31,1093.1,Merger/Acquisition,,,13.64271047227926,4983
10884-16T,Thomas Nelson,2006-06-12,473.0,Buyout/LBO,Public to Private,,19514-98T,Thomas Nelson,2012-07-11,,Merger/Acquisition,,,6.080766598220397,2221
16551-46T,California Pizza Kitchen,2011-07-07,470.0,Buyout/LBO,Secondary Buyout,Public to Private,207525-97T,California Pizza Kitchen,2022-04-01,,Merger/Acquisition,,,10.735112936344969,3921
10459-00T,Covad Communications,2008-04-15,470.0,Buyout/LBO,Public to Private,,16524-91T,Covad Communications,2010-09-01,,Merger/Acquisition,,,2.379192334017796,869
10366-75T,Chart Industries (NYS: GTLS),2005-10-17,467.7,Buyout/LBO,Secondary Buyout,Public to Private,13726-90T,Chart Industries (NYS: GTLS),2006-07-26,187.5,IPO,,,0.7720739219712526,282
85456-18T,Sunstone Hotel Properties,1999-07-14,453.0,Buyout/LBO,Public to Private,Management Buyout,85456-36T,Sunstone Hotel Properties,2004-10-27,,Merger/Acquisition,,,5.28952772073922,1932
171233-92T,GUE Liquidation,2004-01-01,450.0,Buyout/LBO,Public to Private,,54842-23T,GUE Liquidation,2008-08-26,434.4,Merger/Acquisition,,,4.65160848733744,1699
10308-97T,Sourcecorp,2006-07-12,450.0,Buyout/LBO,Public to Private,,18213-40T,Sourcecorp,2011-07-13,,Merger/Acquisition,,,5.002053388090349,1827
10215-73T,Neff Rental,2005-06-03,443.35,Buyout/LBO,Public to Private,,37244-44T,Neff Rental,2014-11-21,157.14,IPO,,,9.467488021902806,3458
44445-07T,American Land Lease,2009-03-16,438.0,Buyout/LBO,Public to Private,,47784-97T,American Land Lease,2015-01-06,,Merger/Acquisition,,,5.809719370294319,2122
49283-11T,ClickSoftware Technologies,2015-07-13,438.0,Buyout/LBO,Public to Private,,115599-88T,ClickSoftware Technologies,2019-10-01,1400.0,Merger/Acquisition,,,4.219028062970568,1541
10296-01T,Direct Auto Insurance,2007-03-30,432.39,Buyout/LBO,Public to Private,,72162-28T,Direct Auto Insurance,2016-11-01,162.01,Merger/Acquisition,,,9.593429158110883,3504
10125-55T,Pierre Foods,2004-07-13,422.0,Buyout/LBO,Public to Private,,17026-57T,Pierre Foods,2010-10-01,,Merger/Acquisition,,,6.217659137577002,2271
10682-11T,Florists Transworld Delivery,2004-02-24,420.0,Buyout/LBO,Public to Private,,10682-20T,Florists Transworld Delivery,2005-02-09,170.3,IPO,,,0.9609856262833676,351
11995-48T,Harvey's Casino Resorts,1999-02-02,420.0,Buyout/LBO,Public to Private,,11995-57T,Harvey's Casino Resorts,2001-07-31,675.0,Merger/Acquisition,,,2.4914442162902124,910
45678-61T,Saba Software,2015-03-30,418.0,Buyout/LBO,Public to Private,,132540-76T,Saba Software,2020-04-22,1359.22,Merger/Acquisition,,,5.065023956194388,1850
10436-14T,OPENLANE (Media and Information Services (B2B)) (NYS: KAR),2005-05-25,414.0,Buyout/LBO,Public to Private,,22009-42T,OPENLANE (Media and Information Services (B2B)) (NYS: KAR),2009-12-11,300.0,IPO,,,4.547570157426421,1661
10140-04T,Del Laboratories,2005-01-01,410.0,Buyout/LBO,Public to Private,,11107-27T,Del Laboratories,2008-01-02,800.0,Merger/Acquisition,,,3.0006844626967832,1096
72991-27T,Musicland Group,1988-02-09,410.0,Buyout/LBO,Public to Private,Management Buyout,72991-63T,Musicland Group,2001-01-01,425.0,Merger/Acquisition,,,12.895277207392198,4710
10238-14T,Deb Shops,2007-10-24,395.0,Buyout/LBO,Public to Private,,46650-25T,Deb Shops,2015-03-06,2.0,Merger/Acquisition,,,7.364818617385352,2690
30454-57T,Gelson's Markets,2014-02-19,394.0,Buyout/LBO,Public to Private,,167300-47T,Gelson's Markets,2021-02-23,,Merger/Acquisition,,,7.011635865845311,2561
30861-82T,American Pacific,2014-02-27,392.0,Buyout/LBO,Public to Private,,246893-68T,American Pacific,2024-01-16,700.0,Merger/Acquisition,,,9.883641341546886,3610
19186-39T,Fundtech,2011-11-30,390.0,Buyout/LBO,Public to Private,,44942-95T,Fundtech,2015-04-30,1300.0,Merger/Acquisition,,,3.4140999315537304,1247
15857-83T,MSC Software,2009-10-14,390.0,Buyout/LBO,Public to Private,,81036-01T,MSC Software,2017-04-26,834.0,Merger/Acquisition,,,7.531827515400411,2751
10030-69T,Enterasys Networks,2006-03-01,386.0,Buyout/LBO,Secondary Buyout,Public to Private,28527-31T,Enterasys Networks,2013-10-31,180.0,Merger/Acquisition,,,7.668720054757015,2801
25450-57T,Anaren,2014-02-18,383.0,Buyout/LBO,Secondary Buyout,Public to Private,93413-62T,Anaren,2018-04-18,787.91,Merger/Acquisition,,,4.161533196440794,1520
15605-74T,Charlotte Russe,2009-10-14,380.0,Buyout/LBO,Public to Private,,117821-44T,Charlotte Russe,2019-03-29,,Merger/Acquisition,,,9.453798767967145,3453
11127-61T,Water Pik,2006-04-12,380.0,Buyout/LBO,Public to Private,,90763-93T,Water Pik,2017-08-07,1024.6,Merger/Acquisition,,,11.321013004791238,4135
10745-38T,Jameson Inns,2006-07-27,371.0,Buyout/LBO,Add-on,Public to Private,80020-90T,Jameson Inns,2014-01-01,,Merger/Acquisition,,,7.433264887063655,2715
79688-35T,Lionbridge,2017-02-28,369.0,Buyout/LBO,Public to Private,,224864-92T,Lionbridge,2022-01-01,,Merger/Acquisition,,,4.8405201916495555,1768
11531-35T,American Safety Razor,1999-04-23,363.0,Buyout/LBO,Secondary Buyout,Public to Private,16752-97T,American Safety Razor,2010-11-23,301.0,Merger/Acquisition,,,11.586584531143053,4232
10936-36T,Fluidra North America,2006-04-12,341.74,Buyout/LBO,Public to Private,,96810-13T,Fluidra North America,2018-07-02,838.0,Merger/Acquisition,,,12.2217659137577,4464
10250-83T,1-800 Contacts,2007-09-06,340.0,Buyout/LBO,Public to Private,,21591-01T,1-800 Contacts,2012-06-04,900.0,Merger/Acquisition,,,4.744695414099931,1733
28144-72T,Globecomm,2013-12-11,340.0,Buyout/LBO,Public to Private,,111051-82T,Globecomm,2018-12-14,135.0,Merger/Acquisition,,,5.007529089664613,1829
10232-29T,Friendly's Ice Cream,2007-06-18,337.2,Buyout/LBO,Public to Private,,157570-21T,Friendly's Ice Cream,2016-07-21,155.0,Merger/Acquisition,,,9.092402464065708,3321
10245-52T,Buckeye Pipe Line Holdings,2007-06-25,335.0,Buyout/LBO,Secondary Buyout,Public to Private,16708-69T,Buckeye Pipe Line Holdings,2010-11-16,1160.0,Merger/Acquisition,,,3.3949349760438055,1240
11444-05T,Jason (Acquired),2000-08-04,335.0,Buyout/LBO,Public to Private,Management Buyout,32253-67T,Jason (Acquired),2014-06-30,538.65,Merger/Acquisition,,,13.902806297056811,5078
16012-90T,Viasystems Group,1996-10-01,330.0,Buyout/LBO,Public to Private,,16013-08T,Viasystems Group,2000-03-24,924.0,IPO,,,3.477070499657769,1270
10140-22T,Party City,2005-12-27,315.9,Buyout/LBO,Secondary Buyout,Public to Private,29844-82T,Party City,2015-04-16,371.88,IPO,,,9.300479123887747,3397
10811-26T,Dayton Superior,2000-06-16,315.0,Buyout/LBO,Public to Private,,10811-35T,Dayton Superior,2006-12-20,94.2,IPO,,,6.510609171800137,2378
183432-97T,Casper Sleep,2022-01-25,308.0,Buyout/LBO,Public to Private,,276158-35T,Casper Sleep,2024-10-28,,Merger/Acquisition,,,2.757015742642026,1007
18446-95T,Sound United,2011-06-21,301.67,Buyout/LBO,Public to Private,Management Buyout,188530-21T,Sound United,2022-04-11,1086.0,Merger/Acquisition,,,10.806297056810404,3947
10055-80T,Belden & Blake,1997-06-27,301.56,Buyout/LBO,Public to Private,,57182-23T,Belden & Blake,2015-10-01,111.1,Merger/Acquisition,,,18.261464750171115,6670
10884-61T,Interline Brands,2000-05-16,300.8,Buyout/LBO,Public to Private,,10884-70T,Interline Brands,2004-12-16,187.5,IPO,,,4.58590006844627,1675
62543-17T,Mattson Technology,2016-05-11,300.0,Buyout/LBO,Public to Private,,303038-56T,Mattson Technology,2024-12-01,,Merger/Acquisition,,,8.558521560574949,3126
18604-18T,Gerber Technology,2011-08-22,298.0,Buyout/LBO,Public to Private,,166370-14T,Gerber Technology,2021-06-01,364.49,Merger/Acquisition,,,9.776865160848734,3571
21510-73T,Benihana,2012-08-21,297.0,Buyout/LBO,Public to Private,,255409-75T,Benihana,2024-05-01,365.0,Merger/Acquisition,,,11.693360711841205,4271
16642-90T,Virtual Radiologic,2010-07-12,294.0,Buyout/LBO,Public to Private,,46827-46T,Virtual Radiologic,2015-05-18,500.0,Merger/Acquisition,,,4.848733744010952,1771
232038-37T,Harborside Healthcare,1998-05-01,291.0,Buyout/LBO,Public to Private,,10586-71T,Harborside Healthcare,2007-04-19,350.0,Merger/Acquisition,,,8.966461327857632,3275
16007-86T,SI Corporation,1999-12-14,282.88,Buyout/LBO,Public to Private,,16008-31T,SI Corporation,2006-01-31,232.6,Merger/Acquisition,,,6.132785763175907,2240
13469-59T,Global Motorsport Group,1998-12-15,278.0,Buyout/LBO,Secondary Buyout,Public to Private,16123-15T,Global Motorsport Group,2008-03-10,,Merger/Acquisition,,,9.234770704996578,3373
11015-92T,US Can,2000-10-05,276.66,Buyout/LBO,Public to Private,,11016-01T,US Can,2006-03-27,,Merger/Acquisition,,,5.47296372347707,1999
44552-62T,E2open,2015-03-26,273.0,Buyout/LBO,Public to Private,,157631-86T,E2open,2021-02-05,614.0,Reverse Merger,,,5.867214236824093,2143
29177-11T,Restoration Hardware (NYS: RH),2008-06-17,267.0,Buyout/LBO,Public to Private,Management Buyout,29177-20T,Restoration Hardware (NYS: RH),2012-11-02,123.94,IPO,,,4.37782340862423,1599
13613-41T,Integrated Circuit Systems,1999-01-20,264.0,Buyout/LBO,Public to Private,Management Buyout,13613-50T,Integrated Circuit Systems,2000-05-23,162.5,IPO,,,1.3388090349075976,489
10967-32T,Aavid Thermal Technologies,2000-02-02,260.0,Buyout/LBO,Public to Private,,10967-41T,Aavid Thermal Technologies,2006-02-16,565.0,Merger/Acquisition,,,6.039698836413415,2206
29284-48T,Eagle Hospitality Properties Trust,2007-04-30,259.23,Buyout/LBO,Public to Private,,44590-24T,Eagle Hospitality Properties Trust,2018-01-01,,Merger/Acquisition,,,10.674880219028063,3899
10029-61T,Dave & Buster's (NAS: PLAY),2006-03-08,257.97,Buyout/LBO,Public to Private,,34460-56T,Dave & Buster's (NAS: PLAY),2014-10-10,94.12,IPO,,,8.591375770020534,3138
92320-93T,Loewenstein Furniture,1999-08-27,257.18,Buyout/LBO,Public to Private,,92315-08T,Loewenstein Furniture,2008-08-19,,Merger/Acquisition,,,8.980150581793293,3280
10068-94T,CompuCom,2004-10-01,254.0,Buyout/LBO,Public to Private,,95213-17T,CompuCom,2017-11-08,940.0,Merger/Acquisition,,,13.103353867214237,4786
25672-33T,Telular,2013-06-24,253.0,Buyout/LBO,Public to Private,,113417-74T,Telular,2018-10-01,522.7,Merger/Acquisition,,,5.270362765229295,1925
16417-36T,Townsquare Media (NYS: TSQ),2010-04-27,250.0,Buyout/LBO,Secondary Buyout,Public to Private,35060-77T,Townsquare Media (NYS: TSQ),2014-07-24,91.67,IPO,,,4.240930869267625,1549
16635-88T,Double-Take Software,2010-07-26,242.0,Buyout/LBO,Add-on,Public to Private,81777-79T,Double-Take Software,2017-01-31,65.93,Merger/Acquisition,Corporate Divestiture,,6.5188227241615335,2381
10800-10T,Lifecore Biomedical,2008-03-24,239.0,Buyout/LBO,Public to Private,,16606-27T,Lifecore Biomedical,2010-04-30,49.65,Merger/Acquisition,,,2.099931553730322,767
18145-72T,Sotera Defense Solutions,2011-04-04,235.23,Buyout/LBO,Secondary Buyout,Public to Private,84400-30T,Sotera Defense Solutions,2017-04-04,235.0,Merger/Acquisition,,,6.0013689253935665,2192
10230-85T,International Architectural Group,2007-04-02,228.0,Buyout/LBO,Public to Private,,49087-54T,International Architectural Group,2011-06-24,8.0,Merger/Acquisition,,,4.227241615331964,1544
23378-32T,Firstcity Financial,2013-05-20,225.0,Buyout/LBO,Public to Private,,75221-56T,Firstcity Financial,2015-09-09,,Merger/Acquisition,,,2.305270362765229,842
10260-91T,ProQuest (Publishing),2007-02-12,222.0,Buyout/LBO,Public to Private,,172262-17T,ProQuest (Publishing),2021-12-01,4994.33,Merger/Acquisition,,,14.80082135523614,5406
257894-02T,Yankee Candle,2003-09-05,216.6,Buyout/LBO,Public to Private,,35377-21T,Yankee Candle,2013-10-03,67.0,Merger/Acquisition,,,10.078028747433265,3681
10121-59T,Sheridan Healthcare,1999-05-01,215.0,Buyout/LBO,Secondary Buyout,Public to Private,34295-59T,Sheridan Healthcare,2014-07-17,2350.0,Merger/Acquisition,,,15.211498973305956,5556
10401-76T,Haggar,2005-09-01,212.0,Buyout/LBO,Public to Private,,92612-98T,Haggar,2017-01-01,,Merger/Acquisition,,,11.3347022587269,4140
12009-97T,Centerplate,2009-01-26,210.0,Buyout/LBO,Secondary Buyout,Public to Private,97234-21T,Centerplate,2017-12-27,650.0,Merger/Acquisition,,,8.917180013689254,3257
10670-77T,EXCO Resources (PINX: EXCE),2003-07-29,208.15,Buyout/LBO,Secondary Buyout,Public to Private,10670-86T,EXCO Resources (PINX: EXCE),2006-02-08,650.0,IPO,,,2.532511978097194,925
17166-88T,Prospect Medical Holdings,2010-12-15,205.0,Buyout/LBO,Public to Private,,113262-22T,Prospect Medical Holdings,2021-01-01,,Merger/Acquisition,,,10.047912388774812,3670
80211-52T,Portrait Corp. of America,1998-08-21,200.0,Buyout/LBO,Public to Private,Management Buyout,80214-04T,Portrait Corp. of America,2007-06-08,100.0,Merger/Acquisition,,,8.796714579055442,3213
10258-39T,Register.com,2005-11-04,200.0,Buyout/LBO,Public to Private,,16727-05T,Register.com,2010-07-30,135.0,Merger/Acquisition,,,4.733744010951403,1729
15603-49T,Tops Markets,1987-07-01,200.0,Buyout/LBO,Public to Private,,166531-87T,Tops Markets,2021-11-08,,Merger/Acquisition,,,34.35728952772074,12549
18021-97T,Conexant Systems,2011-04-19,197.0,Buyout/LBO,Secondary Buyout,Public to Private,89050-06T,Conexant Systems,2017-07-25,346.2,Merger/Acquisition,,,6.26694045174538,2289
10019-26T,National Vision Holdings (NAS: EYE),2005-09-01,193.0,Buyout/LBO,Secondary Buyout,Public to Private,95083-66T,National Vision Holdings (NAS: EYE),2017-10-26,347.6,IPO,,,12.150581793292266,4438
20913-13T,AAF Flanders,2012-05-16,192.0,Buyout/LBO,Public to Private,,65945-26T,AAF Flanders,2016-04-27,430.0,Merger/Acquisition,,,3.9479808350444903,1442
13701-34T,Coinmach Service,2000-07-07,187.88,Buyout/LBO,Public to Private,,13701-43T,Coinmach Service,2004-11-24,250.07,IPO,,,4.383299110198494,1601
114591-79T,Sparton,2019-03-04,181.5,Buyout/LBO,Public to Private,,164079-55T,Sparton,2021-04-06,380.0,Merger/Acquisition,,,2.0917180013689256,764
10117-18T,Loehmann's,2004-10-13,177.0,Buyout/LBO,Public to Private,,303178-69T,Loehmann's,2020-01-01,0.3,Merger/Acquisition,,,15.21697467488022,5558
13578-94T,Big V Supermarkets,1987-11-01,175.0,Buyout/LBO,Public to Private,,13579-39T,Big V Supermarkets,2002-07-12,,Merger/Acquisition,,,14.694045174537989,5367
11997-73T,La Petite Academy,1993-08-03,166.15,Buyout/LBO,Public to Private,,11998-00T,La Petite Academy,2007-03-31,330.0,Merger/Acquisition,,,13.656399726214921,4988
10502-74T,Niagara,2006-09-06,165.0,Buyout/LBO,Public to Private,,19816-75T,Niagara,2011-12-05,,Merger/Acquisition,,,5.245722108145106,1916
35564-05T,Kenneth Cole Productions,2012-09-25,163.3,Buyout/LBO,Public to Private,Management Buyout,295985-53T,Kenneth Cole Productions,2024-01-01,,Merger/Acquisition,,,11.266255989048597,4115
10815-13T,General Chemical Industrial Products,2004-04-05,162.5,Buyout/LBO,Public to Private,,10815-22T,General Chemical Industrial Products,2008-03-27,1005.0,Merger/Acquisition,,,3.975359342915811,1452
10797-94T,Empi (Therapeutic Devices),1999-08-31,161.41,Buyout/LBO,Public to Private,,243543-43T,Empi (Therapeutic Devices),2004-10-04,369.2,Merger/Acquisition,,,5.0951403148528405,1861
85177-63T,CDI Engineering Solutions,2017-07-31,157.5,Buyout/LBO,Public to Private,,281031-31T,CDI Engineering Solutions,2024-12-31,,Merger/Acquisition,,,7.4195756331279945,2710
11166-13T,Clayton Holdings,2008-07-02,156.86,Buyout/LBO,Public to Private,,33657-94T,Clayton Holdings,2014-07-01,312.5,Merger/Acquisition,,,5.9958932238193015,2190
11857-42T,EAG Laboratories,2008-10-01,156.13,Buyout/LBO,Secondary Buyout,Public to Private,94606-48T,EAG Laboratories,2017-12-04,780.0,Merger/Acquisition,,,9.174537987679672,3351
28654-39T,Sunrise Senior Living,2013-03-13,156.0,Buyout/LBO,Public to Private,,31540-15T,Sunrise Senior Living,2014-04-21,350.0,Merger/Acquisition,Recapitalization,,1.106091718001369,404
17174-80T,Phoenix Technologies (US),2010-11-23,152.0,Buyout/LBO,Public to Private,,140571-10T,Phoenix Technologies (US),2019-08-01,,Merger/Acquisition,,,8.687200547570157,3173
15966-37T,CompBenefits,1999-06-18,151.73,Buyout/LBO,Public to Private,Management Buyout,11060-02T,CompBenefits,2007-10-01,369.14,Merger/Acquisition,,,8.28747433264887,3027
17549-38T,Source Photonics,2010-10-26,146.0,Buyout/LBO,Public to Private,,137826-28T,Source Photonics,2020-06-08,135.0,Merger/Acquisition,,,9.618069815195073,3513
16932-43T,Bell Helmets,1998-08-17,145.48,Buyout/LBO,Public to Private,,68705-65T,Bell Helmets,2016-04-01,,Merger/Acquisition,Corporate Divestiture,,17.623545516769337,6437
25012-90T,EDAC Technologies,2013-05-07,145.1,Buyout/LBO,Public to Private,,119649-16T,EDAC Technologies,2019-09-30,300.0,Merger/Acquisition,,,6.398357289527721,2337
10848-70T,Dominion Homes,2008-06-11,144.2,Buyout/LBO,Public to Private,,81873-28T,Dominion Homes,2014-08-25,82.4,Merger/Acquisition,,,6.203969883641341,2266
11070-46T,Leslie's (NAS: LESL),1997-06-11,140.0,Buyout/LBO,Public to Private,Management Buyout,157328-56T,Leslie's (NAS: LESL),2020-10-29,680.0,IPO,,,23.38398357289528,8541
21387-43T,BluJay Solutions,2012-07-12,139.59,Buyout/LBO,Public to Private,,172939-96T,BluJay Solutions,2021-09-01,1500.0,Merger/Acquisition,,,9.138945927446954,3338
11332-63T,WJ Communications,1999-11-01,139.2,Buyout/LBO,Public to Private,,11333-35T,WJ Communications,2000-08-18,99.36,IPO,,,0.7967145790554415,291
17409-16T,Home Products International,2004-12-14,137.1,Buyout/LBO,Public to Private,,17410-69T,Home Products International,2007-03-21,75.0,Merger/Acquisition,,,2.2642026009582477,827
18089-83T,Tollgrade Communications,2011-05-10,137.0,Buyout/LBO,Public to Private,,86244-85T,Tollgrade Communications,2017-04-12,23.0,Merger/Acquisition,,,5.924709103353867,2164
11402-29T,Industrial Distribution Group,2008-08-06,136.0,Buyout/LBO,Public to Private,,37721-35T,Industrial Distribution Group,2014-09-18,,Merger/Acquisition,,,6.116358658453114,2234
17923-33T,RAE Systems,2011-06-11,134.0,Buyout/LBO,Public to Private,,25568-47T,RAE Systems,2013-06-04,340.0,Merger/Acquisition,,,1.9822039698836413,724
10521-28T,Knape & Vogt Manufacturing,2006-07-28,133.24,Buyout/LBO,Public to Private,,272413-72T,Knape & Vogt Manufacturing,2024-02-01,,Merger/Acquisition,,,17.51403148528405,6397
10205-47T,Agiliti Health,1998-02-26,133.0,Buyout/LBO,Public to Private,Recapitalization,113040-19T,Agiliti Health,2021-04-26,368.42,IPO,,,23.16221765913758,8460
10733-41T,Varsity Spirit,2003-04-23,130.9,Buyout/LBO,Public to Private,Management Buyout,19644-31T,Varsity Spirit,2011-07-31,,Merger/Acquisition,,,8.271047227926077,3021
15720-04T,At Home Group,1999-12-23,128.59,Buyout/LBO,Public to Private,,56923-48T,At Home Group,2016-08-04,130.01,IPO,,,16.61601642710472,6069
18005-05T,Answers.com,2011-04-14,127.0,Buyout/LBO,Add-on,Public to Private,194979-70T,Answers.com,2022-05-04,4.63,Merger/Acquisition,Acquisition Financing,,11.055441478439425,4038
16746-49T,Alloy Media Marketing,2010-11-09,126.3,Buyout/LBO,Secondary Buyout,Public to Private,88569-10T,Alloy Media Marketing,2012-06-11,,Merger/Acquisition,,,1.5879534565366187,580
