DealID,Company,Company_norm,DealType,DealType2,DealType3,DealDate,DealSize,DealStatus,EntryDate,HoldingYears,AbsDaysAfter,Seed_DealID,Seed_Company,Seed_DealDate,Seed_DealSize
11707-03T,Sheldahl,sheldahl,Merger/Acquisition,,,2004-08-16,,Completed,2002-10-01,1.8754277891854894,685,11706-94T,Sheldahl,2002-10-01,20.0
221286-97T,OpSec Security,opsec security,Merger/Acquisition,,,2024-05-03,269.8,Completed,2016-01-12,8.306639288158795,3034,60010-21T,OpSec Security,2016-01-12,18.09
49973-23T,Deltak,deltak,Merger/Acquisition,Corporate Divestiture,,2011-08-31,31.0,Completed,1990-05-03,21.32785763175907,7790,16668-46T,Deltak,1990-05-03,18.0
67713-94T,Designatronics,designatronics,Merger/Acquisition,,,2015-09-01,,Completed,1995-09-01,20.0,7305,15580-00T,Designatronics,1995-09-01,17.91
106232-41T,Pulse Electronics,pulse electronics,Merger/Acquisition,,,2018-12-01,740.0,Completed,2015-04-13,3.6358658453114305,1328,46443-07T,Pulse Electronics,2015-04-13,17.0
113814-64T,Frederick's of Hollywood,frederick's of hollywood,Merger/Acquisition,Corporate Divestiture,,2018-11-15,18.2,Completed,2014-06-04,4.4490075290896645,1625,21421-54T,Frederick's of Hollywood,2014-06-04,16.73
158459-68T,Violin Systems,violin systems,Merger/Acquisition,,,2020-10-29,,Completed,2017-01-30,3.7453798767967146,1368,81800-29T,Violin Systems,2017-01-30,15.0
21790-45T,First Charter Bank,first charter bank,Merger/Acquisition,Corporate Divestiture,,2008-06-09,1100.0,Completed,2001-10-02,6.685831622176591,2442,21084-67T,First Charter Bank,2001-10-02,14.22
47057-86T,"The Orchard (Movies, Music and Entertainment)",the orchard (movies music and entertainment),Merger/Acquisition,,,2012-03-05,,Completed,2010-07-29,1.6016427104722792,585,16475-05T,"The Orchard (Movies, Music and Entertainment)",2010-07-29,13.0
104389-30T,HCC Industries,hcc industries,Merger/Acquisition,Distressed Acquisition,,2005-10-10,162.0,Completed,1989-10-24,15.961670088980151,5830,104374-54T,HCC Industries,1989-10-24,11.0
59900-14T,American Homepatient,american homepatient,Merger/Acquisition,,,2016-02-02,,Completed,2010-10-13,5.305954825462012,1938,17494-75T,American Homepatient,2010-10-13,9.1
74809-63T,Razorfish Global,razorfish global,Merger/Acquisition,,,2004-06-27,160.0,Completed,2003-02-28,1.3278576317590691,485,74809-45T,Razorfish Global,2003-02-28,8.5
74809-99T,Razorfish Global,razorfish global,Merger/Acquisition,Corporate Divestiture,,2009-08-09,526.17,Completed,2003-02-28,6.444900752908967,2354,74809-45T,Razorfish Global,2003-02-28,8.5
78655-06T,Razorfish Global,razorfish global,Merger of Equals,,,2016-11-17,,Completed,2003-02-28,13.71937029431896,5011,74809-45T,Razorfish Global,2003-02-28,8.5
167758-66T,UST-Aldetec Group,ust aldetec group,Merger/Acquisition,,,2020-03-01,,Completed,2004-04-30,15.835728952772074,5784,23143-15T,UST-Aldetec Group,2004-04-30,8.0
10633-33T,Seven Worldwide,seven worldwide,Merger/Acquisition,,,2005-01-31,191.0,Completed,2003-08-04,1.4948665297741273,546,10040-59T,Seven Worldwide,2003-08-04,7.78
100920-25T,Arizona Instrument,arizona instrument,Merger/Acquisition,,,2018-02-01,38.0,Completed,2000-06-27,17.598904859685145,6428,100919-44T,Arizona Instrument,2000-06-27,7.0
36000-64T,ITA Holdings,ita holdings,Merger/Acquisition,,,2014-08-12,171.0,Completed,2005-12-05,8.684462696783026,3172,35559-73T,ITA Holdings,2005-12-05,7.0
303042-34T,Stein Mart,stein mart,Merger/Acquisition,,,2025-07-31,,Completed,2020-11-23,4.684462696783025,1711,160992-91T,Stein Mart,2020-11-23,6.02
273774-52T,Monarch Machine Tool,monarch machine tool,Merger/Acquisition,,,2022-07-01,,Completed,2003-10-08,18.729637234770706,6841,10644-67T,Monarch Machine Tool,2003-10-08,3.5
10605-88T,Lincoln Snacks,lincoln snacks,Merger/Acquisition,,,2007-09-05,50.0,Completed,2001-10-15,5.88911704312115,2151,10327-78T,Lincoln Snacks,2001-10-15,3.07
138589-57T,Epolin Chemicals,epolin chemicals,Merger/Acquisition,,,2020-06-22,,Completed,2012-06-13,8.02464065708419,2931,22818-88T,Epolin Chemicals,2012-06-13,2.7
159112-09T,Slyce,slyce,Merger/Acquisition,,,2020-01-01,,Completed,2017-01-10,2.973305954825462,1086,79657-57T,Slyce,2017-01-10,2.11
181198-09T,Slyce,slyce,Merger/Acquisition,Corporate Divestiture,,2021-09-22,,Completed,2017-01-10,4.698151950718686,1716,79657-57T,Slyce,2017-01-10,2.11
28478-62T,Cape Systems Group,cape systems group,Merger/Acquisition,Corporate Divestiture,,2013-09-05,,Completed,2005-01-13,8.643394934976044,3157,11443-69T,Cape Systems Group,2005-01-13,2.0
13497-58T,Pameco Corporation,pameco corporation,Merger/Acquisition,,,2003-04-23,,Completed,2001-05-29,1.9000684462696784,694,13496-41T,Pameco Corporation,2001-05-29,1.4
200305-63T,Abatix,abatix,Merger/Acquisition,,,2021-12-01,,Completed,2012-09-25,9.182751540041068,3354,76396-78T,Abatix,2012-09-25,
22163-05T,Anchor Glass Container,anchor glass container,Merger/Acquisition,,,2012-08-20,880.0,Completed,2006-05-01,6.30527036276523,2303,11126-62T,Anchor Glass Container,2006-05-01,
106378-57T,BridgeTower Media,bridgetower media,Merger/Acquisition,,,2015-12-31,35.0,Completed,2014-06-10,1.5578370978781657,569,62296-03T,BridgeTower Media,2014-06-10,
248608-90T,BrightSpring Health Services (NAS: BTSG),brightspring health services (nas: btsg),IPO,,,2024-01-26,693.33,Completed,2010-12-22,13.095140314852841,4783,17168-77T,BrightSpring Health Services (NAS: BTSG),2010-12-22,
16895-17T,Cap Rock Energy,cap rock energy,Merger/Acquisition,,,2010-07-13,221.5,Completed,2006-05-17,4.15605749486653,1518,10414-90T,Cap Rock Energy,2006-05-17,
156320-11T,Color Spot Nurseries,color spot nurseries,Merger/Acquisition,,,2018-12-21,,Completed,2008-08-26,10.318959616700889,3769,17286-04T,Color Spot Nurseries,2008-08-26,
39346-84T,Conning,conning,Merger/Acquisition,,,2015-09-18,240.0,Completed,2009-10-13,5.930184804928132,2166,15784-66T,Conning,2009-10-13,
227699-65T,Conning,conning,Merger/Acquisition,Corporate Divestiture,,2024-04-03,647.7,Completed,2009-10-13,14.472279260780287,5286,15784-66T,Conning,2009-10-13,
186072-94T,dlhBOWLES,dlhbowles,Merger/Acquisition,,,2022-03-01,203.22,Completed,2014-12-23,7.186858316221766,2625,40716-28T,dlhBOWLES,2014-12-23,
16086-70T,DynCorp International,dyncorp international,Merger/Acquisition,,,2003-03-07,950.0,Completed,1988-01-01,15.178644763860369,5544,16086-61T,DynCorp International,1988-01-01,
10869-04T,DynCorp International,dyncorp international,IPO,,,2006-05-04,375.0,Completed,1988-01-01,18.338124572210816,6698,16086-61T,DynCorp International,1988-01-01,
283989-34T,Elevate Textiles,elevate textiles,Merger/Acquisition,,,2024-11-01,,Completed,2016-10-24,8.021902806297057,2930,77526-37T,Elevate Textiles,2016-10-24,
59604-76T,eMusic.com,emusic com,Merger/Acquisition,,,2015-10-20,26.0,Completed,2001-01-01,14.798083504449007,5405,59604-49T,eMusic.com,2001-01-01,
18440-92T,Equitrac,equitrac,Merger/Acquisition,,,2011-06-15,161.95,Completed,1999-08-06,11.85763175906913,4331,11978-20T,Equitrac,1999-08-06,
55563-22T,ERICO International,erico international,Merger/Acquisition,,,2015-09-18,1818.1,Completed,2006-12-26,8.728268309377139,3188,55560-61T,ERICO International,2006-12-26,
295567-66T,Film Finances,film finances,Merger/Acquisition,,,2025-01-01,,Completed,2019-08-01,5.420944558521561,1980,121924-72T,Film Finances,2019-08-01,
16756-39T,Frontier Drilling,frontier drilling,Merger/Acquisition,,,2010-07-21,2756.09,Completed,2004-01-01,6.551676933607118,2393,16756-21T,Frontier Drilling,2004-01-01,
99033-67T,Galaxy Nutritional Foods,galaxy nutritional foods,Merger/Acquisition,,,2018-01-24,17.8,Completed,2009-05-28,8.659822039698836,3163,15575-86T,Galaxy Nutritional Foods,2009-05-28,
10713-88T,Global Signal,global signal,IPO,,,2004-06-03,126.0,Completed,2002-05-21,2.0369609856262834,744,10713-79T,Global Signal,2002-05-21,
10713-97T,Global Signal,global signal,Merger/Acquisition,,,2007-01-12,5755.42,Completed,2002-05-21,4.646132785763176,1697,10713-79T,Global Signal,2002-05-21,
96510-34T,GPS Industries,gps industries,Merger/Acquisition,,,2017-10-31,,Completed,2009-10-15,8.043805612594113,2938,15917-50T,GPS Industries,2009-10-15,
243962-29T,Horizon Telcom,horizon telcom,Merger/Acquisition,,,2024-04-01,416.19,Completed,2018-06-15,5.796030116358659,2117,100595-17T,Horizon Telcom,2018-06-15,
180246-79T,Igloo Products,igloo products,Merger/Acquisition,,,2021-10-26,677.0,Completed,2001-10-23,20.008213552361397,7308,13159-36T,Igloo Products,2001-10-23,
127770-04T,Insynq,insynq,Merger/Acquisition,Corporate Divestiture,,2019-12-04,,Completed,2015-12-28,3.9342915811088295,1437,83153-62T,Insynq,2015-12-28,
18646-03T,Integrity Music,integrity music,Merger/Acquisition,,,2011-06-01,,Completed,2004-07-12,6.885694729637235,2515,96590-35T,Integrity Music,2004-07-12,
156634-75T,Ion Media,ion media,Merger/Acquisition,,,2021-01-07,2650.0,Completed,2007-05-04,13.681040383299111,4997,136997-02T,Ion Media,2007-05-04,
70659-55T,Kahala Franchising,kahala franchising,Merger/Acquisition,,,2016-07-26,310.0,Completed,2013-08-19,2.9349760438056127,1072,28041-04T,Kahala Franchising,2013-08-19,
118552-06T,KCI Holdings,kci holdings,Merger/Acquisition,,,2019-10-11,4500.0,Completed,2011-11-04,7.9342915811088295,2898,18722-53T,KCI Holdings,2011-11-04,
23494-51T,Liquent,liquent,Merger/Acquisition,,,2012-12-21,72.0,Completed,2009-12-18,3.0088980150581794,1099,16227-37T,Liquent,2009-12-18,
243271-27T,Monkey Rock Group,monkey rock group,Merger/Acquisition,,,2023-10-12,,Completed,2013-02-27,10.620123203285422,3879,39380-05T,Monkey Rock Group,2013-02-27,
47319-58T,Neptune Society,neptune society,Merger/Acquisition,,,2011-06-03,44.0,Completed,2005-05-15,6.050650239561944,2210,47318-77T,Neptune Society,2005-05-15,
81563-77T,NES Rentals Holdings,nes rentals holdings,Merger/Acquisition,,,2017-04-03,960.0,Completed,2004-02-01,13.169062286105408,4810,10564-39T,NES Rentals Holdings,2004-02-01,
53610-31T,Nestor Sales,nestor sales,Merger/Acquisition,,,2015-07-31,41.8,Completed,1999-01-01,16.577686516084874,6055,53612-29T,Nestor Sales,1999-01-01,
70279-57T,Oscar Mayer Foods,oscar mayer foods,Merger/Acquisition,,,2016-03-01,,Completed,2000-01-01,16.164271047227928,5904,63207-73T,Oscar Mayer Foods,2000-01-01,
44837-92T,PawsPlus,pawsplus,Merger of Equals,,,2014-08-04,,Completed,2010-12-01,3.67419575633128,1342,22886-47T,PawsPlus,2010-12-01,
67961-80T,Piedmont Aviation Component Services,piedmont aviation component services,Merger/Acquisition,Corporate Divestiture,,2005-05-25,5.5,Completed,1992-07-01,12.898015058179329,4711,11315-62T,Piedmont Aviation Component Services,1992-07-01,
177540-13T,QPC Lasers,qpc lasers,Merger/Acquisition,,,2021-06-01,,Completed,2009-06-01,12.0,4383,15780-25T,QPC Lasers,2009-06-01,
244317-43T,Retail Pro,retail pro,Merger/Acquisition,,,2023-11-30,30.9,Completed,2009-06-25,14.431211498973306,5271,76544-11T,Retail Pro,2009-06-25,
252580-42T,Scan-Optics,scan optics,Merger/Acquisition,,,2023-07-01,,Completed,2005-08-15,17.87542778918549,6529,15749-02T,Scan-Optics,2005-08-15,
97715-53T,Seaman's Furniture,seaman's furniture,Merger/Acquisition,,,2000-11-20,,Completed,1988-01-01,12.8870636550308,4707,97715-80T,Seaman's Furniture,1988-01-01,
97715-53T,Seaman's Furniture,seaman's furniture,Merger/Acquisition,,,2000-11-20,,Completed,1997-01-01,3.885010266940452,1419,97717-06T,Seaman's Furniture,1997-01-01,
86681-44T,Small World Toys,small world toys,Merger/Acquisition,,,2013-06-28,,Completed,2009-07-21,3.9370294318959616,1438,86679-64T,Small World Toys,2009-07-21,
26363-08T,Suntron,suntron,Merger/Acquisition,,,2013-06-03,19.33,Completed,2007-12-13,5.47296372347707,1999,10832-68T,Suntron,2007-12-13,
133153-57T,SymphonyAI Retail CPG,symphonyai retail cpg,Merger/Acquisition,,,2018-11-01,,Completed,2012-08-07,6.234086242299795,2277,19061-56T,SymphonyAI Retail CPG,2012-08-07,
83064-07T,Syratech,syratech,Merger/Acquisition,,,2006-04-28,52.1,Completed,1997-01-16,9.27857631759069,3389,36682-21T,Syratech,1997-01-16,
81972-64T,The GNI Group,the gni group,Merger/Acquisition,Distressed Acquisition,,2001-01-01,,Completed,1998-02-13,2.8829568788501025,1053,81975-97T,The GNI Group,1998-02-13,
67847-50T,Trimax Building Products,trimax building products,Merger/Acquisition,,,2009-04-20,,Completed,2006-04-11,3.025325119780972,1105,67846-96T,Trimax Building Products,2006-04-11,
301458-61T,U.S. Cast Products,u s cast products,Merger/Acquisition,,,2023-05-01,,Completed,2001-01-01,22.327173169062284,8155,16256-44T,U.S. Cast Products,2001-01-01,
23987-08T,Velocity Express,velocity express,Merger/Acquisition,,,2013-02-01,22.97,Completed,2009-09-29,3.3429158110882957,1221,15995-44T,Velocity Express,2009-09-29,
84812-95T,Warrior Met Coal (NYS: HCC),warrior met coal (nys: hcc),IPO,,,2017-04-14,316.67,Completed,1987-01-01,30.28336755646817,11061,29585-71T,Warrior Met Coal (NYS: HCC),1987-01-01,
60422-59T,Wundies Industries,wundies industries,Merger/Acquisition,,,2000-09-18,30.0,Completed,1999-06-30,1.2210814510609171,446,60421-69T,Wundies Industries,1999-06-30,
