Entry_DealID,Entry_Company,Entry_DealDate,Entry_DealSize,Exit_DealID,Exit_Company,Exit_DealDate,Exit_DealSize,HasBothDates,HasBothSizes,EligibleForIRR,HoldingYears,IRR_XIRR,TotalDistributions,TotalGains,Exit_DealType,Exit_DealType2,Exit_DealType3,EntryYear
47318-77T,Neptune Society,2005-05-15,,47319-58T,Neptune Society,2011-06-03,44.0,True,False,False,6.050650239561944,,,,Merger/Acquisition,,,2005
10564-39T,NES Rentals Holdings,2004-02-01,,81563-77T,NES Rentals Holdings,2017-04-03,960.0,True,False,False,13.169062286105408,,,,Merger/Acquisition,,,2004
53612-29T,Nestor Sales,1999-01-01,,53610-31T,Nestor Sales,2015-07-31,41.8,True,False,False,16.577686516084874,,,,Merger/Acquisition,,,1999
63207-73T,Oscar Mayer Foods,2000-01-01,,70279-57T,Oscar Mayer Foods,2016-03-01,,True,False,False,16.164271047227928,,,,Merger/Acquisition,,,2000
22886-47T,PawsPlus,2010-12-01,,44837-92T,PawsPlus,2014-08-04,,True,False,False,3.67419575633128,,,,Merger of Equals,,,2010
11315-62T,Piedmont Aviation Component Services,1992-07-01,,67961-80T,Piedmont Aviation Component Services,2005-05-25,5.5,True,False,False,12.898015058179329,,,,Merger/Acquisition,Corporate Divestiture,,1992
15780-25T,QPC Lasers,2009-06-01,,177540-13T,QPC Lasers,2021-06-01,,True,False,False,12.0,,,,Merger/Acquisition,,,2009
76544-11T,Retail Pro,2009-06-25,,244317-43T,Retail Pro,2023-11-30,30.9,True,False,False,14.431211498973306,,,,Merger/Acquisition,,,2009
15749-02T,Scan-Optics,2005-08-15,,252580-42T,Scan-Optics,2023-07-01,,True,False,False,17.87542778918549,,,,Merger/Acquisition,,,2005
97715-80T,Seaman's Furniture,1988-01-01,,97715-53T,Seaman's Furniture,2000-11-20,,True,False,False,12.8870636550308,,,,Merger/Acquisition,,,1988
97717-06T,Seaman's Furniture,1997-01-01,,97715-53T,Seaman's Furniture,2000-11-20,,True,False,False,3.885010266940452,,,,Merger/Acquisition,,,1997
86679-64T,Small World Toys,2009-07-21,,86681-44T,Small World Toys,2013-06-28,,True,False,False,3.9370294318959616,,,,Merger/Acquisition,,,2009
10832-68T,Suntron,2007-12-13,,26363-08T,Suntron,2013-06-03,19.33,True,False,False,5.47296372347707,,,,Merger/Acquisition,,,2007
19061-56T,SymphonyAI Retail CPG,2012-08-07,,133153-57T,SymphonyAI Retail CPG,2018-11-01,,True,False,False,6.234086242299795,,,,Merger/Acquisition,,,2012
36682-21T,Syratech,1997-01-16,,83064-07T,Syratech,2006-04-28,52.1,True,False,False,9.27857631759069,,,,Merger/Acquisition,,,1997
81975-97T,The GNI Group,1998-02-13,,81972-64T,The GNI Group,2001-01-01,,True,False,False,2.8829568788501025,,,,Merger/Acquisition,Distressed Acquisition,,1998
67846-96T,Trimax Building Products,2006-04-11,,67847-50T,Trimax Building Products,2009-04-20,,True,False,False,3.025325119780972,,,,Merger/Acquisition,,,2006
16256-44T,U.S. Cast Products,2001-01-01,,301458-61T,U.S. Cast Products,2023-05-01,,True,False,False,22.327173169062284,,,,Merger/Acquisition,,,2001
15995-44T,Velocity Express,2009-09-29,,23987-08T,Velocity Express,2013-02-01,22.97,True,False,False,3.3429158110882957,,,,Merger/Acquisition,,,2009
29585-71T,Warrior Met Coal (NYS: HCC),1987-01-01,,84812-95T,Warrior Met Coal (NYS: HCC),2017-04-14,316.67,True,False,False,30.28336755646817,,,,IPO,,,1987
60421-69T,Wundies Industries,1999-06-30,,60422-59T,Wundies Industries,2000-09-18,30.0,True,False,False,1.2210814510609171,,,,Merger/Acquisition,,,1999
